2026-04-20 14:54:48,995 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2026-04-20 14:54:49,015 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2026-04-20 14:54:49,017 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2026-04-20 14:54:49,017 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2026-04-20 14:54:49,019 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2026-04-20 14:54:49,019 INFO  SwAddin.cs: 197 - Setting up callbacks
2026-04-20 14:54:49,020 INFO  SwAddin.cs: 201 - Setting up command manager
2026-04-20 14:54:49,021 INFO  SwAddin.cs: 204 - Adding command manager
2026-04-20 14:54:49,023 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2026-04-20 14:54:49,024 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2026-04-20 14:54:49,024 INFO  SwAddin.cs: 210 - Adding event handlers
2026-04-20 14:54:49,026 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2026-04-20 15:16:08,761 INFO  SwAddin.cs: 294 - Assembly export called for file ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:16:08,763 INFO  SwAddin.cs: 299 - Save is required
2026-04-20 15:16:08,763 INFO  SwAddin.cs: 313 - Saving assembly
2026-04-20 15:16:09,323 INFO  SwAddin.cs: 316 - Opening property manager
2026-04-20 15:16:09,333 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:16:09,336 INFO  ExportHelperExtension.cs: 1136 - Found 37 in ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:16:09,338 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:16:09,338 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-04-20 15:16:09,339 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2026-04-20 15:16:09,341 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ·«°å2-1
2026-04-20 15:16:09,341 INFO  ExportHelperExtension.cs: 1136 - Found 27 in ·«°å2-1
2026-04-20 15:16:09,342 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ·«°å2-1
2026-04-20 15:16:09,342 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ·«°å1-2
2026-04-20 15:16:09,343 INFO  ExportHelperExtension.cs: 1136 - Found 27 in ·«°å1-2
2026-04-20 15:16:09,343 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ·«°å1-2
2026-04-20 15:16:09,343 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Ä¸¼Ü-1
2026-04-20 15:16:09,344 INFO  ExportHelperExtension.cs: 1136 - Found 215 in Ä¸¼Ü-1
2026-04-20 15:16:09,345 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Ä¸¼Ü-1
2026-04-20 15:16:09,346 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:16:09,346 INFO  ExportHelperExtension.cs: 1136 - Found 37 in ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:16:09,347 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:16:09,347 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-04-20 15:16:09,347 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2026-04-20 15:16:09,348 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ·«°å2-1
2026-04-20 15:16:09,348 INFO  ExportHelperExtension.cs: 1136 - Found 27 in ·«°å2-1
2026-04-20 15:16:09,348 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ·«°å2-1
2026-04-20 15:16:09,349 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ·«°å1-2
2026-04-20 15:16:09,349 INFO  ExportHelperExtension.cs: 1136 - Found 27 in ·«°å1-2
2026-04-20 15:16:09,350 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ·«°å1-2
2026-04-20 15:16:09,350 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Ä¸¼Ü-1
2026-04-20 15:16:09,351 INFO  ExportHelperExtension.cs: 1136 - Found 215 in Ä¸¼Ü-1
2026-04-20 15:16:09,351 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Ä¸¼Ü-1
2026-04-20 15:16:09,590 INFO  SwAddin.cs: 339 - Loading config tree
2026-04-20 15:16:09,593 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2026-04-20 15:16:09,597 INFO  SwAddin.cs: 344 - Showing property manager
2026-04-20 15:17:02,715 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-04-20 15:17:25,381 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-04-20 15:17:50,039 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2026-04-20 15:17:50,232 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-04-20 15:18:20,050 INFO  SwAddin.cs: 294 - Assembly export called for file ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:18:20,050 INFO  SwAddin.cs: 299 - Save is required
2026-04-20 15:18:20,050 INFO  SwAddin.cs: 313 - Saving assembly
2026-04-20 15:18:20,622 INFO  SwAddin.cs: 316 - Opening property manager
2026-04-20 15:18:20,623 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:18:20,624 INFO  ExportHelperExtension.cs: 1136 - Found 37 in ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:18:20,624 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:18:20,625 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-04-20 15:18:20,626 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2026-04-20 15:18:20,626 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ·«°å2-1
2026-04-20 15:18:20,627 INFO  ExportHelperExtension.cs: 1136 - Found 27 in ·«°å2-1
2026-04-20 15:18:20,628 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ·«°å2-1
2026-04-20 15:18:20,628 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ·«°å1-2
2026-04-20 15:18:20,629 INFO  ExportHelperExtension.cs: 1136 - Found 27 in ·«°å1-2
2026-04-20 15:18:20,630 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ·«°å1-2
2026-04-20 15:18:20,630 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Ä¸¼Ü-1
2026-04-20 15:18:20,631 INFO  ExportHelperExtension.cs: 1136 - Found 215 in Ä¸¼Ü-1
2026-04-20 15:18:20,633 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Ä¸¼Ü-1
2026-04-20 15:18:20,633 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:18:20,634 INFO  ExportHelperExtension.cs: 1136 - Found 37 in ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:18:20,635 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ÎÀÐÇ1ºÅ.SLDASM
2026-04-20 15:18:20,635 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-04-20 15:18:20,636 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2026-04-20 15:18:20,636 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ·«°å2-1
2026-04-20 15:18:20,637 INFO  ExportHelperExtension.cs: 1136 - Found 27 in ·«°å2-1
2026-04-20 15:18:20,638 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ·«°å2-1
2026-04-20 15:18:20,638 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ·«°å1-2
2026-04-20 15:18:20,639 INFO  ExportHelperExtension.cs: 1136 - Found 27 in ·«°å1-2
2026-04-20 15:18:20,639 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ·«°å1-2
2026-04-20 15:18:20,640 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Ä¸¼Ü-1
2026-04-20 15:18:20,640 INFO  ExportHelperExtension.cs: 1136 - Found 215 in Ä¸¼Ü-1
